consumer_id,timestamp,voltage_v,current_a,power_factor,energy_consumption_kwh,peak_load_kw,theft_label,hour_of_day,meter_reading_kwh,anomaly_score
9776067369,2026-04-16T21:59:30.706Z,246.4,44.85,0.69,3.82,1.16,1,16,3348.02,79.3
3441960762,2025-07-23T11:01:17.233Z,240.5,8.45,0.95,11.78,2.43,1,11,9921.98,60.3
7950054604,2026-03-18T05:33:34.062Z,214.2,43.44,0.7,4.6,1.99,0,12,3005.06,36
1273909610,2026-05-10T22:57:28.755Z,226.2,50.84,0.83,5.52,3,1,23,7269.14,8.9
2214225802,2025-09-20T14:19:15.411Z,240.3,20.63,0.87,12,4.55,1,6,8760.94,19.3
7243270572,2025-11-14T12:46:56.120Z,222.4,29.33,0.86,5.46,5.37,0,13,9087.36,63.6
0946211650,2026-02-22T21:33:51.376Z,246.8,39.03,0.73,4.96,4.97,1,14,1176.54,66.6
4989607041,2026-01-03T01:28:16.187Z,223.3,54.01,1,4.29,0.37,0,1,6401.13,41.8
8095260618,2025-10-23T00:52:23.680Z,229.9,11.83,0.6,11.31,0.96,0,21,3530.24,98.3
1040647537,2025-08-02T00:17:59.915Z,245.4,8.51,0.66,8.9,2.35,0,15,9476.37,12.2
6375655604,2025-06-27T13:40:08.722Z,221.5,27.71,0.87,5.69,4.54,1,11,8352,77.1
3448204638,2026-04-25T23:56:07.417Z,215.9,53.43,0.86,8.26,3.04,1,15,7259.52,37.1
9475456261,2025-12-30T04:07:44.104Z,241.1,54.62,0.85,2.34,3.96,1,1,9416.02,91.4
7273932886,2025-11-27T11:37:55.008Z,211.7,8.75,0.99,1.01,0.53,1,12,9947.15,43.6
2900096625,2025-08-12T00:57:40.486Z,210.6,10.68,0.6,0.24,5.74,0,3,744.58,56.8
4179896644,2026-03-29T15:34:36.866Z,245.1,38.64,0.71,3.85,3.15,1,14,3013.63,46.4
3986000236,2025-11-14T09:54:22.219Z,239.1,36.31,0.62,8.06,1.68,1,18,9861.34,92.4
2671527248,2026-04-16T16:06:05.964Z,218,39.75,0.63,3.3,4.78,0,11,4423.34,7.9
7187737655,2025-08-29T13:54:03.629Z,210.8,51.01,0.84,11.34,3.44,1,13,6314.92,93.6
6325283120,2025-12-19T23:50:58.579Z,236.7,3.77,0.69,6.29,5.75,0,19,2218.69,23.9
8535488262,2026-02-25T01:32:28.978Z,246.6,40.78,0.86,11.68,2.69,1,12,9617.69,14.8
5086923787,2026-05-15T12:27:56.613Z,215.1,31.65,0.75,9.69,2.03,0,19,7287.98,81.9
6965174129,2025-09-27T06:02:50.491Z,242.2,28.8,0.81,3.38,1.56,1,20,6597.51,65.5
4426539947,2025-09-03T00:27:34.722Z,228.5,10.9,0.86,12,3.34,1,19,6738.48,64.8
1870013698,2025-07-27T00:30:29.751Z,225.4,31.12,0.77,3.33,1.9,1,5,8199.32,31.3
4884901892,2025-08-12T17:16:02.482Z,224.6,45.73,0.91,1.16,2.2,0,15,9950.81,45.4
2975227700,2025-11-05T02:55:10.594Z,219.8,25.53,0.86,9.67,1.57,1,6,8343.16,50.8
1798912860,2025-09-20T16:26:00.616Z,236.8,2.84,1,7.88,3.2,0,4,57.33,29.2
6334343492,2025-09-27T18:11:18.214Z,235.1,57.02,0.66,7.59,1.87,1,20,4180.72,40
4563794894,2025-07-23T07:04:48.323Z,215.4,48.4,0.77,0.68,0.97,1,2,676.12,47.7
9634692919,2025-11-30T22:33:55.420Z,233.9,12.8,0.73,6.36,5.34,0,22,7623.71,53.3
3021009897,2025-07-15T07:08:23.989Z,230.3,9.59,0.9,2.34,0.69,0,20,8925.68,64.3
3823039937,2025-10-12T01:57:14.213Z,223.1,17.61,0.99,6.49,4.68,0,15,425.54,6.4
8644470156,2026-03-08T16:29:23.846Z,244.8,51.52,0.64,1.91,4.95,0,23,8366,75.5
0563273554,2025-09-24T09:23:43.085Z,210.5,27.75,0.95,10.41,2.49,1,17,7512.39,53.7
4613683879,2025-09-05T13:10:24.101Z,241.7,12.83,0.67,1.88,3.82,1,9,4271.54,85.2
0571207671,2026-03-06T19:24:43.181Z,233.9,2.56,0.91,1.75,5.84,1,1,6673.72,56.3
6158769295,2026-03-14T17:30:41.916Z,230.9,5.31,0.65,9.86,0.22,1,17,1701.59,34.6
1576858246,2026-02-24T18:50:22.587Z,228.3,40.95,0.94,6.95,1.01,0,20,2375.94,8.6
7305518533,2025-12-18T06:46:24.399Z,217.5,15.72,1,6.68,0.54,0,9,3840.56,15.8
2940900707,2025-11-18T20:05:19.884Z,218.2,26.69,0.62,2.05,0.89,0,11,1501.54,43.3
0435154830,2026-02-03T19:17:39.591Z,243.2,49.98,0.7,4.74,1.54,0,17,5409.43,60.6
1444250910,2026-04-22T12:29:07.930Z,229.5,59.18,0.92,4.98,1.22,1,5,2846.19,48.2
8883648937,2026-03-30T00:01:01.548Z,230.6,2.56,0.91,2.98,4.81,1,18,5897.77,35.3
2223338324,2026-04-25T10:19:42.230Z,235.7,40.18,0.94,10.27,1.33,1,7,5211.84,50.8
7818589839,2025-08-01T15:59:25.021Z,231.3,22.24,0.69,10.35,4.97,1,8,7815.42,79.5
4944010723,2026-03-11T21:50:36.829Z,213.9,32.44,0.96,6.61,1.24,1,12,1561.41,42
9705833863,2025-11-07T20:40:43.059Z,224.9,48.24,0.91,6.01,0.53,1,4,4404.63,38.9
6365132458,2025-09-27T07:46:50.399Z,214.1,23.95,0.9,7.2,1.72,0,3,8558.88,73.3
4265032441,2026-01-28T23:56:12.624Z,223.1,8.67,0.64,0.68,5.85,0,11,6258.36,2.9
3226233605,2025-09-12T23:14:08.796Z,229.2,49.18,0.62,8.68,0.6,0,12,6792.78,72.7
1092807313,2025-09-22T06:32:53.146Z,241.6,19.35,0.74,2.23,5.47,0,7,2716.56,58.4
0581244566,2025-07-13T14:22:20.979Z,226.3,15.78,1,9.96,1.57,0,17,4951.4,81.6
1157122361,2025-08-28T20:02:43.521Z,243.5,42.06,0.99,2.47,3.27,1,0,8882.79,35.7
5828145315,2025-07-01T18:00:36.864Z,211.8,16.11,0.95,10.33,0.57,1,12,8173.27,25.8
9759343684,2025-12-05T13:02:05.963Z,216.6,53.48,0.99,5.8,2.35,1,20,8341.12,51.7
4292030417,2025-06-18T05:29:59.156Z,242.5,11.31,0.92,5.48,4.79,0,0,7566.4,2.4
6097334369,2026-01-26T12:22:02.775Z,243,46.45,0.89,2.56,3.77,0,10,8906.22,88.5
4954361486,2025-11-30T14:24:29.484Z,220.6,53.94,0.74,10.9,4.77,1,7,5145.12,25
1785182107,2025-06-27T03:32:40.817Z,244.7,30.98,0.87,10.49,2.49,0,7,9889.72,72.4
8358680269,2026-05-17T22:55:45.250Z,215.1,7.25,0.78,9.75,4.94,1,18,4806.07,7.8
0553290923,2026-05-14T14:30:30.905Z,232.8,5.08,0.92,9.61,0.29,1,5,2790.85,91.8
2634208006,2025-09-05T12:09:58.735Z,236.4,24.72,0.94,10.78,4.44,0,9,7358.24,9.8
9684165102,2026-01-16T03:21:56.778Z,221.6,17.44,0.62,8.09,1.95,0,18,7280.81,57
0102301990,2025-08-14T13:24:25.397Z,227.3,11.1,0.71,3.08,3.4,0,9,6415.68,75.8
1118732819,2025-08-10T03:24:56.391Z,240,10.64,0.82,0.92,0.44,0,19,8751.52,99.5
7130907971,2026-04-05T15:01:58.788Z,218.5,1.39,0.61,8.65,0.87,0,23,6250.84,26.3
0452369813,2025-06-18T08:16:57.362Z,221.1,23.81,0.9,3.27,5.55,1,1,9534.09,80.7
0333577475,2025-08-09T20:21:42.893Z,240,16.98,0.74,1.33,0.59,0,8,5793.55,32.2
1193088701,2025-12-26T01:20:57.888Z,218.9,32.99,0.68,11.85,4.17,0,14,5089.15,48.8
0190414442,2026-04-21T17:01:03.052Z,210.8,27.82,0.89,7.58,0.66,0,16,9461.03,78.6
8793169639,2025-09-18T06:49:36.764Z,234,40.96,0.67,8.82,2.78,0,11,4622.6,38.2
9998487432,2025-06-26T15:07:08.481Z,214.3,22.14,1,10.26,3.83,1,17,3383.03,94.1
9646396845,2026-06-11T02:22:35.753Z,227.6,26.54,0.6,0.39,1.81,1,5,6991.52,73.4
7658321570,2026-06-11T13:12:38.954Z,236.3,3.84,0.86,1.94,3.57,1,3,3616.7,89.6
0949218750,2025-12-22T02:51:22.680Z,220.2,45.42,0.8,6.39,5.93,1,15,7624.25,78
0959100493,2026-03-24T05:02:55.104Z,235.7,40.77,0.99,7.11,3.6,1,11,5427.45,1.8
2918872340,2026-02-07T04:45:57.521Z,227.2,36.45,0.73,7.02,0.21,0,11,5584.29,84.9
2370355606,2026-04-21T20:55:08.155Z,237.9,30.37,0.87,6.51,0.66,0,4,882.18,17.5
3217716910,2026-03-08T02:04:43.740Z,215.1,19.4,0.82,11.93,3.13,0,10,8848.61,98.5
9744698777,2026-03-11T01:11:04.983Z,243.2,13.49,0.82,8.08,4.36,1,0,5360.88,73.7
0716878038,2026-01-11T23:25:17.401Z,222.9,57.08,0.99,6.08,1.46,1,2,487.26,79.5
3309640441,2025-11-07T14:40:22.153Z,214.8,30.17,0.7,10.76,1.89,0,0,4387.07,95.9
2460447792,2026-02-28T00:35:53.735Z,240.9,0.42,0.82,8.83,4.18,0,15,9447.71,54
8673666337,2025-12-22T08:52:09.791Z,241.5,13.99,0.94,10.92,3.79,1,22,2978.67,84.8
9360937119,2025-08-11T02:25:04.050Z,210.9,24.52,0.74,6.68,4.1,0,8,304.67,67.1
6267058943,2025-08-26T01:26:14.374Z,217.7,29.13,0.91,2.94,0.9,1,7,1126.07,41.1
7000154900,2025-10-17T03:46:17.345Z,237.3,25.84,0.82,6.2,5.76,0,11,9967.02,1
4389671369,2025-08-15T21:11:20.383Z,229.1,17.19,0.93,4.28,2.1,1,0,4531.78,36.3
1102986581,2025-12-28T16:45:45.333Z,239.5,38.01,0.68,2.34,0.8,0,20,8260.52,29.5
3301899859,2026-04-11T01:07:56.662Z,232.5,2.07,0.89,4.7,1.23,1,14,3483.24,41.8
1910987275,2025-11-04T20:43:51.516Z,246.5,32.65,0.62,4.74,5.97,1,11,5238.22,95.6
9030058173,2025-11-23T10:36:40.747Z,224,25.05,0.8,3.34,5.55,0,1,1383.38,63.8
6427285729,2026-02-01T12:46:25.969Z,230.9,23.43,0.89,7.66,2.31,0,4,8284.78,75.8
6099687333,2026-03-08T16:47:02.186Z,236.2,24.69,0.63,8.28,5.8,0,7,3588.04,36.3
2532972591,2025-06-30T19:26:22.880Z,244,14.66,0.88,7.08,4.03,0,22,8463,63.5
8599916472,2026-03-17T15:51:46.693Z,220.3,52.19,0.99,4.57,1.03,1,9,6047.94,96.9
4385328509,2026-05-20T05:57:46.381Z,227.4,39.12,0.71,7.69,2.9,0,16,4145.45,43.4
8958471856,2025-09-02T10:53:36.030Z,237.9,41.13,0.95,11.28,4.11,1,8,1029.88,23.5
4171737800,2025-08-20T19:20:18.464Z,228.6,28.92,0.7,7.08,0.23,1,10,6966.87,70.9
0163107805,2025-08-29T02:12:31.160Z,236,33.4,0.97,1.2,4.26,1,14,2280.37,9.2
5997120725,2026-01-02T00:51:31.426Z,231.2,57.58,0.76,4.66,4.22,1,18,8496.93,18.9
4796917749,2025-08-03T10:10:44.041Z,236.1,18.81,0.8,1.81,3.34,0,16,9724.13,9.7
7169380207,2026-05-20T22:15:04.296Z,247.5,55.41,0.68,9.28,0.71,0,5,6008.05,53.3
4729807277,2026-06-04T14:02:35.728Z,221.4,19.41,0.75,9.52,3.65,1,13,7639.3,44
0656280145,2025-11-26T17:55:29.955Z,246.3,34.39,0.91,2.84,4.49,1,12,9148.57,49.8
5599752136,2025-10-23T20:57:53.124Z,236.6,26.36,0.82,2.13,1.44,0,15,5883.32,66.3
3864101028,2025-08-31T17:15:05.790Z,234.3,59.07,0.94,2.82,5.8,0,12,3494.17,83.3
0120769689,2025-10-21T01:50:03.474Z,215.1,58.36,0.69,7.53,1.73,0,12,6227.51,68.1
1355157602,2025-11-10T01:35:17.693Z,231.1,23.84,0.88,9.11,5.64,1,12,8609.53,90.6
6281509944,2026-04-04T01:45:05.112Z,241,6.06,0.94,7.85,2.78,1,12,1716.11,58
3349461141,2026-02-07T15:12:13.332Z,213.4,42.69,0.96,9.13,3.32,0,6,8463.65,37.1
1021977865,2026-05-14T02:13:11.613Z,248.5,18.18,0.99,7.69,0.74,0,12,7524.43,62.6
2214277735,2025-10-10T19:37:06.135Z,249.7,8.14,0.82,8.81,3.77,1,8,2230.49,44.1
7218151716,2026-01-08T14:42:18.364Z,236.4,50.37,0.65,3.41,1.5,0,7,3493.07,34.5
7195151026,2026-06-08T11:47:58.319Z,231.8,12.84,0.9,4.86,0.9,1,20,4851.75,6
5648449830,2025-12-23T08:10:13.036Z,218.5,46.29,0.74,10.36,3.53,0,10,3267.55,88.1
6759641073,2025-09-07T08:07:42.767Z,239.7,30.21,0.82,10.81,5,1,22,1164.23,35.9
2885100848,2026-01-17T04:07:58.003Z,226.9,44.54,0.83,10.61,3.17,1,6,2847.9,53.7
8670353915,2026-01-22T18:05:18.376Z,220.6,45.16,0.86,7.22,5.29,1,19,4128.55,1.1
0826758941,2025-06-22T14:03:59.605Z,228.2,42.37,0.88,3.26,2.31,0,0,9758.55,10.9
1797568523,2026-04-06T13:25:14.210Z,213.2,56.29,0.78,3.37,3.97,0,4,767.36,59
9755346364,2026-02-14T09:27:19.361Z,215.9,6.27,0.79,7.59,1.93,1,16,109.01,92
1860418623,2025-09-05T08:27:46.230Z,211.4,25.65,0.96,7.36,3.6,0,23,7645.76,72.5
2180350362,2026-01-16T04:56:11.851Z,244.9,34.46,0.67,10.16,1.21,1,12,6242.26,40.6
6890628235,2025-11-23T19:51:34.387Z,210.9,31.71,0.97,4.49,4.54,1,13,5074.21,96.3
1988527216,2025-06-24T02:31:15.463Z,225.3,59.43,0.72,8.49,3.26,0,17,3701.82,75.8
6811897376,2026-01-05T14:04:31.478Z,233.6,33.9,0.68,11.01,3.78,0,8,8788.51,39.2
7941406021,2026-03-03T16:34:35.729Z,231.6,53.41,0.81,4.72,0.15,1,14,5467.65,89.4
9895074471,2026-04-29T17:57:45.938Z,222.4,22.71,0.88,2.24,1.19,0,18,5552.4,47.3
2184747687,2025-07-28T11:57:57.665Z,222.6,24.71,0.92,6.92,1.69,0,17,4947.99,58.4
8070194073,2026-02-28T13:19:29.054Z,238.3,51.29,0.68,5.47,4.63,0,7,7440.74,35.6
7103693264,2026-02-09T23:44:20.100Z,237.5,28.71,0.71,6.76,2.29,0,12,5462.28,14.7
4863494362,2025-08-31T15:11:19.591Z,211.1,54.95,0.67,1.64,3.88,1,5,6721.82,87.1
6409732154,2025-08-12T15:32:09.261Z,225.4,37.41,0.81,11.45,4.67,0,19,9290.51,31.5
9528150821,2025-09-17T15:35:46.439Z,217.5,49.03,0.69,1.57,1.59,1,19,2473.83,38.5
4302172818,2025-08-22T20:43:52.535Z,249.9,10.46,0.69,1.35,2.58,0,9,3610.39,84.3
2588182948,2026-02-11T01:25:45.377Z,224.9,54.98,0.76,8.97,4.57,1,17,321.17,58
7208132634,2025-07-31T03:48:06.265Z,225.8,30.7,0.69,1.03,0.21,0,21,644.24,43
6326200729,2025-08-15T00:10:41.860Z,228.4,37.6,0.83,8.31,2.25,1,11,9286.64,32.4
1500465014,2026-02-15T21:59:11.823Z,228.1,37.19,0.87,8.65,3.01,1,21,909.94,32.7
4545806061,2026-03-25T09:20:30.113Z,231.2,53.09,0.6,1.54,2.7,1,1,7261.57,24.9
5311094824,2025-11-05T12:10:22.090Z,248.5,11.78,0.8,1.98,5.46,0,2,5627.52,62.7
3790131971,2026-05-07T04:03:41.927Z,244.8,56.43,0.71,9.05,5.09,0,15,4250.61,64.4
7416577619,2025-07-30T11:09:34.832Z,237.4,36.8,0.87,0.12,1.13,0,12,3335.26,96.4
2939423608,2026-02-25T13:18:54.655Z,235.2,36.9,0.75,0.1,4.49,0,6,5794.47,47.2
1051410262,2026-04-28T02:48:02.855Z,246.9,55.95,0.65,4.7,5.88,0,11,9958.83,61.8
8926890942,2026-02-06T09:36:47.338Z,238.1,15.11,0.84,0.13,0.11,1,9,5402.07,69.9
5593639726,2025-12-19T17:50:50.285Z,214.2,3.93,0.95,10.09,0.87,1,10,5350.72,53.6
3247294108,2026-02-10T06:07:18.987Z,215.6,16.79,1,10.98,4.48,1,16,4670.32,91.1
9350373001,2025-09-16T21:23:45.631Z,216.3,7.82,0.73,9.91,0.6,1,6,6025.39,86.4
7547105247,2025-12-12T02:25:35.993Z,244.1,26.11,0.71,1.95,0.22,1,22,14.8,81.2
1303634013,2026-04-03T12:40:01.608Z,245.2,37.3,0.68,2.65,3.7,1,15,8400.71,86.1
6276372240,2025-09-16T19:23:13.223Z,234.9,56.14,0.79,2.39,2.3,0,11,5410.25,13.1
2780794828,2025-09-09T07:31:03.507Z,219.1,33.37,0.87,6,3.51,0,3,4781.58,1.9
0441339051,2025-12-14T06:22:17.161Z,228.8,47.81,0.63,4.61,0.15,0,0,9481.25,8.7
4412199998,2026-04-02T16:29:28.332Z,221.8,14.27,0.82,3.04,3.36,0,22,8543.47,1.4
7708569842,2026-05-28T03:36:49.276Z,246.5,53.11,0.6,2.85,2.44,1,7,1293.45,55.2
5990583182,2026-02-27T03:12:08.833Z,241.9,42.31,0.75,8.97,4.51,0,4,280.01,99.3
5698697028,2026-05-21T08:35:34.268Z,241.4,52.2,0.87,5.42,1.75,1,23,969.84,15.4
0187779391,2025-09-18T05:12:15.701Z,247.9,30.07,0.91,10.76,3.56,0,3,8063.26,33.9
4079763892,2025-06-29T19:41:49.472Z,240.8,10.94,0.64,11.05,4.29,1,10,845.87,57.7
1296455680,2026-05-18T07:43:53.660Z,226.9,56.39,0.93,2.67,5.21,0,16,93.65,83.6
0195859383,2025-07-27T16:26:19.167Z,225.6,54.26,0.88,9.08,3.77,1,17,2512.92,1
1461573476,2025-11-12T22:12:28.400Z,250,22.59,0.61,2.85,2.89,0,5,7013.83,97.7
6249768015,2025-07-17T02:20:22.212Z,224.6,40.68,0.76,6.76,1.02,1,21,2384.63,51.8
3878071710,2025-11-21T19:04:33.968Z,228.4,31.16,0.88,3.78,5.41,1,22,7054.95,11.8
4917649678,2026-02-23T16:53:21.984Z,214.9,13.55,0.61,2.95,5.44,0,14,6066.16,91.8
4518163268,2026-02-04T17:03:38.811Z,219.8,38.91,0.65,3.86,2.39,1,1,4612.91,68.4
5657502380,2025-12-20T18:50:25.548Z,236.1,52.41,0.85,2.08,3.71,1,5,845.35,17.6
0738150666,2026-05-20T20:25:35.599Z,219.5,40.96,0.71,2.62,1.52,1,9,3744.47,82.2
0608447986,2025-12-10T21:41:09.618Z,234.8,1.73,0.78,10.38,5.24,1,11,9859.83,4.7
1782744059,2026-04-02T10:42:52.349Z,244.2,38.62,0.83,10.98,5.47,0,18,9812.62,54.7
3290037425,2026-03-23T03:25:59.326Z,226.6,20.14,0.98,1.41,5.94,0,1,1560.08,56.5
6490253896,2026-05-19T10:28:49.282Z,246.1,43.81,0.83,1.89,4.83,1,11,6832.19,47.8
8840756097,2026-03-04T23:23:29.267Z,213.7,38.32,0.87,3.7,0.6,1,17,5469.33,18.6
0554663215,2025-08-25T15:30:09.848Z,242.1,41.92,0.7,9.12,5.51,0,5,9252.68,3.1
6325319836,2025-10-25T21:19:25.307Z,220.4,18.97,0.86,11.87,3.26,1,21,6660.63,62.7
5075672444,2026-02-20T15:35:51.220Z,240.8,28.15,0.76,10.53,5.13,0,17,4310.61,4.1
3377815209,2026-06-09T01:12:04.215Z,238.9,58.21,0.81,1.24,5.78,0,7,797.85,76.5
0652614662,2025-11-05T15:16:25.654Z,210.2,29.06,0.77,6.42,5.37,1,8,6727.07,96.1
3486129506,2026-04-07T12:02:02.562Z,238.2,52.12,0.66,9.98,1.18,1,16,1665.12,95.5
8066584164,2026-02-02T08:32:38.635Z,244.1,51.62,0.83,9.11,0.56,0,20,2081.08,13
0771918812,2026-03-24T19:11:36.716Z,230.5,59.5,0.69,5.98,0.61,0,14,9982.27,8.7
2448127872,2025-08-08T20:03:24.033Z,237.6,41.98,0.83,3.42,2.92,1,1,161.01,12.6
5407332126,2026-03-29T11:15:55.017Z,218.4,48.62,0.94,1.71,2.44,0,1,7087.38,25.2
3121365123,2026-04-12T15:05:27.996Z,225,41.73,0.85,0.11,1.52,0,3,4695.94,83.4
7941657858,2025-07-03T13:46:16.851Z,222.6,5.21,0.73,9,1.35,0,19,3393.14,72.4
8936512437,2025-08-05T02:36:08.912Z,246.3,2.38,0.92,3.8,4.92,1,8,341.95,81.8
0616163154,2026-05-05T23:52:57.589Z,249.5,46.26,0.9,2.36,0.54,0,0,8422.09,3.1
3571347753,2025-11-16T18:33:01.168Z,240.9,16.92,0.76,3.34,4.46,0,11,3404.49,75
0757510902,2026-02-28T02:15:48.462Z,228,37.47,0.73,0.59,4.39,0,9,1349.99,14.1
8461065544,2026-03-26T12:25:04.066Z,217.7,50.73,0.86,0.15,0.6,1,23,4235.17,41
7974176523,2025-08-06T13:35:15.490Z,230,22.1,0.9,2.69,5.2,1,10,3431.07,2.2
7575367050,2025-11-11T17:31:18.993Z,230.2,4.69,0.69,3.55,4.24,1,14,4722.52,47.2
8651329860,2026-03-05T03:42:21.254Z,215,49.19,0.79,7.81,3.49,1,21,5505.15,58.9
9634461547,2026-04-27T02:54:24.089Z,246.1,26.83,0.87,1.87,1.95,0,22,9666.27,34.9
4539949783,2025-11-24T18:25:40.246Z,231.2,12.29,0.64,11.34,5.78,1,10,7824.37,12.9
3141063532,2025-12-30T01:37:22.714Z,223.2,14.22,0.88,6.18,3.18,1,6,5770.14,3.1
1686405484,2025-11-20T09:02:38.318Z,230.6,48.82,0.9,7.58,2.8,1,2,8550.25,39
7867292093,2025-10-04T12:16:07.063Z,246.5,24.86,0.99,9.32,4.3,1,14,1355.93,83.2
2837071877,2026-04-06T01:55:41.500Z,211.7,47.91,0.97,9.38,4.76,1,14,4984.69,8
3792270921,2026-01-21T04:59:47.494Z,237.8,7.95,0.89,3.41,1.9,0,12,4293.41,43
1981445535,2026-03-31T01:50:28.463Z,237.2,26.86,0.69,6.81,2.92,1,11,8428.11,35.3
5406422598,2025-11-25T21:56:35.086Z,244.7,11.03,0.93,10.99,5.2,0,3,3090.61,82.1
3248839710,2026-05-29T00:52:05.029Z,247.3,39.87,0.81,7.73,1.93,1,12,3173.24,79.4
0726789924,2026-04-28T19:30:43.882Z,242.6,14.88,0.74,8.28,1.01,1,13,393.92,78.9
7622274300,2025-11-20T23:32:02.755Z,213.4,13.71,0.76,7.55,0.36,1,20,5042.47,52.2
9232656188,2025-06-20T00:28:04.242Z,230.3,4.08,0.99,5.27,1.55,1,2,1471.88,66.2
6318110505,2026-04-02T15:28:40.365Z,224.3,27.48,0.85,3.28,5.84,0,11,9922.26,42.9
5180075797,2026-04-19T03:52:11.854Z,229.7,59.88,0.71,10.46,0.75,1,15,9669.46,77.6
9899172691,2025-11-12T21:48:58.731Z,243.7,1.95,0.89,10.52,5.63,1,2,3595.65,55.4
9723827185,2026-03-21T06:26:30.400Z,221.4,48.16,0.92,0.49,2.35,0,20,1638.07,6.6
8015257142,2025-12-15T12:23:28.197Z,233.6,19.11,0.81,3.89,4.46,0,3,3458.52,43
9911495207,2025-08-04T14:01:24.679Z,229.2,54.07,0.99,5.06,3.19,0,14,7749.08,48.3
7532458230,2025-07-27T23:01:30.692Z,211.7,50.9,0.89,8.62,3.54,0,7,7458.54,47.3
0414128463,2025-12-02T11:09:49.947Z,248.6,57.93,0.74,11.58,0.74,1,15,9576.01,79.6
5103867499,2025-08-21T22:06:45.048Z,247.9,22.56,0.8,9.69,1.95,0,16,5309.4,25.4
9795730323,2026-05-02T15:30:00.988Z,233.5,56.32,0.77,11.61,0.87,1,18,7858.57,14.8
7650179026,2026-05-29T05:46:28.329Z,232.5,4.44,0.6,4.35,1.91,1,22,8760.39,80
3281237801,2026-04-10T05:17:46.340Z,226,28.99,0.67,9.53,5.69,1,4,1844.02,5.4
2217369971,2026-04-28T02:44:37.954Z,239.6,43.64,0.62,6.92,2.88,0,12,251.83,21.9
8318853889,2026-01-31T17:18:53.280Z,248,14.29,0.92,6.24,4.78,1,6,3212.18,1.5
2782293704,2025-12-03T19:21:37.285Z,217.3,34.21,0.73,5.1,3.67,1,9,2433.22,47.5
9843237556,2025-08-13T06:55:50.218Z,210.7,19.33,0.97,7.91,5.74,1,20,9140.2,25.6
6489650685,2026-02-04T04:00:01.699Z,247.7,34.82,1,1.94,4.1,1,15,8617.55,14.7
4865670771,2025-11-25T21:59:03.027Z,225,11.09,0.74,2.49,4.81,0,17,3445.99,30.9
1794886477,2025-09-28T17:24:32.549Z,235.5,59.15,0.62,2.47,1.84,1,20,736.47,74.5
1779127813,2025-10-10T10:12:18.423Z,214.1,37.07,0.62,6.89,0.75,1,20,1811.1,57.7
7548472772,2025-12-18T11:21:13.812Z,242.6,58.34,0.65,7.7,0.85,1,9,2866.28,57.6
4929986107,2025-11-22T15:55:20.422Z,240.1,55.86,0.65,9.84,5.83,1,9,1420.88,28.2
4864230500,2026-06-12T02:09:20.285Z,219.3,2.47,0.76,8.44,1.04,1,7,7937.13,22.1
2109108424,2026-02-03T00:58:23.959Z,219.3,2.24,0.6,6.25,5.51,1,0,7057.81,1.2
2208094905,2025-11-24T16:22:52.780Z,247.9,11.72,0.72,1.45,4.31,0,18,2545.88,66
3895835014,2026-04-24T18:15:41.850Z,225.2,26.6,0.68,12,4.43,0,21,8520.24,7.1
9865010246,2025-08-28T14:18:54.866Z,225.3,41.62,0.68,3.05,1.16,0,5,3131.27,67.3
8462471469,2026-06-02T09:12:04.701Z,247.4,6.43,0.62,4.84,1.45,1,17,6628.55,80.7
8512173653,2025-06-30T15:52:30.100Z,213.7,59.54,0.87,1.1,0.34,1,7,4172.46,82.8
1704771615,2025-09-08T13:40:11.455Z,246.4,23.02,0.82,2.97,2.18,1,15,1117.05,44
2927618201,2026-03-18T15:33:00.508Z,222,28.65,0.86,0.23,0.74,0,5,7284.98,61.2
7551584041,2026-05-05T16:01:34.849Z,235.6,47.81,0.85,9.45,0.94,1,15,2605.57,79.9
1153249350,2025-11-12T07:02:58.184Z,214.8,27.19,0.81,9.93,1.85,0,23,6490.18,66.1
9608375651,2025-07-06T03:26:11.335Z,224,13.89,0.75,0.79,1.2,0,18,5256.64,98.4
3162018324,2025-10-28T10:38:38.884Z,211.7,31.89,0.7,8.75,3.17,0,7,7906.77,26.3
7079012005,2025-06-23T06:38:47.046Z,216.4,51.71,0.61,11.62,0.52,1,3,2427.58,59.5
2831280956,2025-07-13T02:30:43.072Z,237,49.29,0.87,1.13,2.47,0,10,8886.47,91.5
1097420018,2025-09-13T18:43:43.479Z,214.7,45.54,0.95,5.42,1.31,1,4,1975.77,1.9
5604811400,2025-07-28T06:18:51.806Z,238.3,55.15,0.66,6.03,5.15,1,20,308.25,84.2
7586025099,2026-02-23T13:04:18.165Z,243.2,17,0.69,4.99,0.61,0,10,1828.77,2.2
9172162286,2025-10-18T08:52:57.854Z,233.6,26.68,0.69,7.79,1.7,1,3,399.46,31.5
2985140408,2025-08-08T10:54:08.941Z,244.6,1.61,0.93,10.59,1.98,0,8,675.39,96.7
6920424595,2025-10-25T23:17:00.746Z,245.9,24.06,0.95,7.4,3.96,0,2,8369.3,46.2
5316570811,2026-01-04T10:28:35.991Z,237.8,1.71,0.89,1.47,2.84,0,21,290.03,64.4
3897182389,2026-02-23T02:19:18.372Z,244,46.78,0.89,4.84,3.76,0,4,3326.69,31.7
9604445718,2026-03-23T15:22:54.337Z,246,24.93,0.61,0.26,4.32,0,3,7958.44,8.7
5412846064,2026-05-28T01:31:03.527Z,222.2,10.87,0.94,11.05,4.96,1,12,8002.18,1.9
